eth_date,day_id,saint_name,saint_core,kind,status,books_on_correct_date,all_books_exist,mapped_dates_in_tselot
3-12,72,አፄ በዕደ ማርያም ጻድቅ,አፄ በዕደ ማርያም,annual,WRONG_DATE,,AM-LAH-001:ላሐ ማርያም በአማርኛ | AM-MEL-008:መልክዐ ማርያም ሣልሲት በአማርኛ | AM-MEL-009:መልክዐ ማርያም በአማርኛ | AM-MEL-017:መልክዐ ቅድስት ጸበለ ማርያም በአማርኛ | AM-MEL-064:የጽዮን ማርያም 3ኛ መልክዕ በአማርኛ | AM-RAY-001:ራዕየ ማርያም በአማርኛ | AM-WUD-002:ውዳሴ ማርያም በአማርኛ | GZ-ETA-001:እትአመነኪ ማርያም በሰማይ ወበምድር በግእዝ | GZ-LAH-001:ላሐ ማርያም በግእዝ | GZ-MEL-002:መልከዐ ማርያም ዳግሚት በግእዝ | GZ-MEL-031:መልክዐ ማርያም ሣልሲት በግእዝ | GZ-MEL-032:መልክዐ ማርያም በግእዝ | GZ-MEL-070:መልክዐ ተክለ ማርያም ዘይሰመይ መብዓ ጽዮን በግእዝ | GZ-MEL-099:መልክዐ አቡነ አብሳዲ ዘደብረ ማርያም በግእዝ | GZ-MEL-159:መልክዐ ጸበለ ማርያም ቅድስት በግእዝ | GZ-MEL-161:መልክዐ ጽዮን ማርያም ሣልስ በግእዝ | GZ-WUD-002:ውዳሴ ማርያም በግእዝ | TI-RAY-001:ራእየ ማርያም ብትግርኛ | TI-WUD-001:ውዳሴ ማርያም ብትግርኛ | AM-GDL-002:ገድለ ማርያም እንተ ዕፍረት በአማርኛ | GZ-TAM-001:ተአምረ ማርያም በግእዝ | AM-GDL-003:ገድለ ማርያም መግደላዊት በአማርኛ | GZ-MTS-001:መጽሐፈ ልደታ ለማርያም በግእዝ | AM-TAM-002:ተአምረ ማርያም በአማርኛ,"None-None, None-None, None-None, 1-1, 1-21, 1-21, 1-21, 1-21, 1-21, 1-21"
3-12,72,ቅዱስ ዮሐንስ መጥምቅ,ዮሐንስ መጥምቅ,annual,WRONG_DATE,,AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ,"1-1, 1-1, 1-2, 1-2, 1-26, 1-26, 1-30, 1-30, 2-2, 2-2"
3-12,72,ቅዱስ ባሕራን ቀሲስ,ባሕራን ቀሲስ,annual,NO_BOOK,,,
3-12,72,አባ ፊላታዎስ ሊቀ ዻዻሳት,ፊላታዎስ ሊቀ ዻዻሳት,annual,NO_BOOK,,,
3-12,72,ቅዱስ ላሊበላ ጻድቅ (ንጉሠ ኢትዮዽያ),ላሊበላ ጻድቅ,monthly,CORRECT,GZ-MEL-019:መልክዐ ላሊበላ በግዕዝ,AM-MEL-003:መልክዐ ለአቡነ አቢብ ጻድቅ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-060:የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ | GZ-MEL-019:መልክዐ ላሊበላ በግዕዝ,"1-12, 1-16, 1-25, 2-12, 2-16, 2-25, 3-12, 3-16, 3-25, 4-12"
3-12,72,ቅዱስ ዮሐንስ አፈ ወርቅ,ዮሐንስ አፈ ወርቅ,monthly,WRONG_DATE,,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-020:መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-104:መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ | GZ-MEL-109:መልክዐ አቡነ ዮሐንስ ከማ በግእዝ | GZ-MEL-110:መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ | GZ-GDL-018:ገድለ አቡነ ዮሐንስ በግእዝ | AM-GDL-027:ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,"1-1, 1-1, 1-2, 1-2, 1-4, 1-4, 1-4, 1-4, 1-4, 1-4"
3-12,72,ቅዱስ ቴዎድሮስ ምሥራቃዊ (ሰማዕት),ቴዎድሮስ ምሥራቃዊ,monthly,CORRECT,GZ-MEL-040:መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-030:ገድለ ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-031:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | AM-GDL-030:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በአማርኛ,GZ-MEL-040:መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-030:ገድለ ቅዱስ ቴዎድሮስ በግእዝ | GZ-GDL-031:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ | AM-GDL-030:ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በአማርኛ,"1-12, 1-12, 1-12, 1-12, 1-20, 1-20, 1-20, 1-20, 2-12, 2-12"
3-12,72,ቅድስት ክርስቶስ ሠምራ,ክርስቶስ ሠምራ,monthly,WRONG_DATE,,GZ-MEL-143:መልክዐ ክርስቶስ ሠምራ በግእዝ | AM-GDL-005:ገድለ ቅድስት ክርስቶስ ሠምራ በአማርኛ | GZ-GDL-019:ገድለ ቅድስት ክርስቶስ ሠምራ በግእዝ,"1-24, 1-24, 1-24, 2-24, 2-24, 2-24, 3-24, 3-24, 3-24, 4-24"
3-12,72,አቡነ ሳሙኤል ዘዋልድባ,ሳሙኤል ዘዋልድባ,monthly,CORRECT,AM-MEL-054:የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ | AM-MEL-055:የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ | GZ-MEL-085:መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ | GZ-MEL-086:መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,AM-MEL-054:የአቡነ ሳሙኤል ዘዋልድባ መልክዕ በአማርኛ | AM-MEL-055:የአቡነ ሳሙኤል ዘዋልድባ ኹለተኛ መልክዕ በአማርኛ | GZ-MEL-085:መልክዐ አቡነ ሳሙኤል ዘዋልድባ በግእዝ | GZ-MEL-086:መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ,"1-12, 1-12, 1-12, 1-12, 2-12, 2-12, 2-12, 2-12, 3-12, 3-12"
3-12,72,ቅዱስ ማቴዎስ ሐዋርያ,ማቴዎስ,monthly,WRONG_DATE,,GZ-MEL-080:መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ | GZ-MEL-081:መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ ካልእ,"3-13, 5-14"
3-12,72,ቅዱስ ድሜጥሮስ ሊቅ,ድሜጥሮስ ሊቅ,monthly,NO_BOOK,,,
3-13,73,አእላፍ (፱፱ኙ) ነገደ መላእክት,አእላፍ  ነገደ መላእክት,annual,CORRECT,AM-DIR-001:የሰባቱ ሊቃነ መላእክት ድርሳን በአማርኛ | AM-MEL-038:የቅዱሳን አእላፍ መላእክት 2ኛ መልክዕ በአማርኛ | GZ-MEL-006:መልክዐ ሊቀ መላእክት ቅዱስ ሩፋኤል በግእዝ | GZ-MEL-125:መልክዐ አእላፍ መላእክት በግእዝ | GZ-MEL-126:መልክዐ አእላፍ መላእክት ካልእ በግእዝ,AM-DIR-001:የሰባቱ ሊቃነ መላእክት ድርሳን በአማርኛ | AM-MEL-038:የቅዱሳን አእላፍ መላእክት 2ኛ መልክዕ በአማርኛ | GZ-MEL-004:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ሣልስ በግእዝ | GZ-MEL-005:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእዝ | GZ-MEL-006:መልክዐ ሊቀ መላእክት ቅዱስ ሩፋኤል በግእዝ | GZ-MEL-007:መልክዐ ሊቀ መላእክት ቅዱስ ራጉኤል በግእዝ | GZ-MEL-008:መልክዐ ሊቀ መላእክት ቅዱስ ሱርያል በግእዝ | GZ-MEL-009:መልክዐ ሊቀ መላእክት ቅዱስ በግእዝ | GZ-MEL-010:መልክዐ ሊቀ መላእክት ቅዱስ አፍኒን በግእዝ | GZ-MEL-011:መልክዐ ሊቀ መላእክት ቅዱስ ዑራኤል በግእዝ | GZ-MEL-012:መልክዐ ሊቀ መላእክት ቅዱስ ዑራኤል ካልእ በግእዝ | GZ-MEL-013:መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል በግእዝ | GZ-MEL-014:መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል ካልዕ (ደቅስዮስ) በግእዝ | GZ-MEL-015:መልክዐ ሊቀ መላእክት ቅዱስ ፋኑኤል በግእዝ | GZ-MEL-125:መልክዐ አእላፍ መላእክት በግእዝ | GZ-MEL-126:መልክዐ አእላፍ መላእክት ካልእ በግእዝ | GZ-MEL-165:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእ,"1-1, 1-3, 1-9, 1-9, 1-9, 1-12, 1-12, 1-12, 1-12, 1-13"
3-13,73,ቅዱስ አስከናፍር ሮማዊ,አስከናፍር ሮማዊ,annual,NO_BOOK,,,
3-13,73,"""፲፫ቱ"" ግኁሳን አበው (ሽፍቶች የነበሩ)","""፲፫ቱ"" ግኁሳን አበው",annual,WRONG_DATE,,AM-ZNA-002:ዜና አበው በአማርኛ,"3-4, 5-26"
3-13,73,ቅዱስ ጢሞቴዎስ ዘእንጽና,ጢሞቴዎስ ዘእንጽና,annual,NO_BOOK,,,
3-13,73,አባ ዘካርያስ ሊቀ ዻዻሳት,ዘካርያስ ሊቀ ዻዻሳት,annual,NO_BOOK,,,
3-13,73,እግዚአብሔር አብ,እግዚአብሔር አብ,monthly,CORRECT,GZ-MEL-139:መልክዐ እግዚአብሔር አብ በግእዝ | GZ-MEL-140:መልክዐ እግዚአብሔር አብ ካልዕ በግእዝ,GZ-MEL-139:መልክዐ እግዚአብሔር አብ በግእዝ | GZ-MEL-140:መልክዐ እግዚአብሔር አብ ካልዕ በግእዝ,"1-13, 1-13, 2-13, 2-13, 3-13, 3-13, 4-13, 4-13, 5-13, 5-13"
3-13,73,ቅዱስ ሩፋኤል ሊቀ መላዕክት,ሩፋኤል ሊቀ መላዕክት,monthly,CORRECT,AM-MEL-043:የቅዱስ ሩፋኤል መልክዕ በአማርኛ | GZ-MEL-006:መልክዐ ሊቀ መላእክት ቅዱስ ሩፋኤል በግእዝ | GZ-DRS-009:ድርሳን ቅዱስ ሩፋኤል በግእዝ,AM-MEL-043:የቅዱስ ሩፋኤል መልክዕ በአማርኛ | GZ-MEL-006:መልክዐ ሊቀ መላእክት ቅዱስ ሩፋኤል በግእዝ | GZ-DRS-009:ድርሳን ቅዱስ ሩፋኤል በግእዝ,"1-13, 1-13, 1-13, 2-13, 2-13, 2-13, 3-13, 3-13, 3-13, 4-13"
3-13,73,ቅዱስ አርሳንዮስ ጠቢብ ገዳማዊ,አርሳንዮስ ጠቢብ ገዳማዊ,monthly,NO_BOOK,,,
3-13,73,አቡነ ዘርዐ ቡሩክ,ዘርዐ ቡሩክ,monthly,CORRECT,AM-MEL-061:የአቡነ ዘርዐ ቡሩክ መልክዕ በአማርኛ | GZ-MEL-105:መልክዐ አቡነ ዘርዐ ቡሩክ በግእዝ,AM-MEL-061:የአቡነ ዘርዐ ቡሩክ መልክዕ በአማርኛ | GZ-MEL-105:መልክዐ አቡነ ዘርዐ ቡሩክ በግእዝ,"1-13, 1-13, 2-13, 2-13, 3-13, 3-13, 4-13, 4-13, 5-13, 5-13"
3-14,74,አባ ዳንኤል ገዳማዊ,ዳንኤል ገዳማዊ,annual,WRONG_DATE,,GZ-MEL-114:መልክዐ አቡነ ዳንኤል በግእዝ | GZ-GDL-028:ገድለ አቡነ ዳንኤል በግእዝ,"3-6, 3-6"
3-14,74,አባ መርትያኖስ ካልዕ (ዘጠራክያ),መርትያኖስ ካልዕ,annual,WRONG_DATE,,AM-MEL-067:ጸሎተ መልክዕ ዘቅዱስ ጊዮርጊስ ሊቀ ሰማዕታት ካልዕ በአማርኛ | GZ-MEL-005:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእዝ | GZ-MEL-014:መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል ካልዕ (ደቅስዮስ) በግእዝ | GZ-MEL-086:መልክዐ አቡነ ሳሙኤል ዘዋልድባ ካልዕ በግእዝ | GZ-MEL-132:መልክዐ ኢየሱስ ካልዕ በግእዝ | GZ-MEL-140:መልክዐ እግዚአብሔር አብ ካልዕ በግእዝ | GZ-MEL-144:መልክዐ ዐቢብ ካልዕ በግእዝ | GZ-MEL-147:መልክዐ ያሬድ ካልዕ በግእዝ | GZ-MEL-152:መልክዐ ገብረ መንፈስ ቅዱስ ካልዕ በግእዝ | GZ-MEL-155:መልክዐ ጊዮርጊስ ካልዕ ወሥቃዩ በግእዝ | GZ-MZM-002:መዝሙረ ክርስቶስ ካልዕ በግእዝ | GZ-MEL-165:መልክዐ ሊቀ መላእክት ቅዱስ ሚካኤል ካልዕ በግእ,"1-5, 1-9, 1-9, 1-11, 1-12, 1-12, 1-12, 1-13, 1-19, 1-23"
3-14,74,አባ ዮሐንስ ዘደብረ ቢዘን (ኤርትራ),ዮሐንስ ዘደብረ ቢዘን,annual,WRONG_DATE,,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-020:መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-104:መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ | GZ-MEL-107:መልክዐ አቡነ የሐንስ ዘደብረ ቢዘን በግእዝ | GZ-MEL-109:መልክዐ አቡነ ዮሐንስ ከማ በግእዝ | GZ-MEL-110:መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ | GZ-MEL-120:መልክዐ አቡነ ፊልጶስ ዘደብረ ቢዘን በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ | GZ-GDL-018:ገድለ አቡነ ዮሐንስ በግእዝ | AM-GDL-027:ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,"1-1, 1-1, 1-2, 1-2, 1-4, 1-4, 1-4, 1-4, 1-4, 1-4"
3-14,74,ቅድስት ደብረ ቀልሞን,ደብረ ቀልሞን,annual,WRONG_DATE,,GZ-MEL-076:መልክዐ አቡነ መርቆሬዎስ ዘደብረ ድማኅ በግእዝ | GZ-MEL-080:መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ | GZ-MEL-081:መልክዐ አቡነ ማቴዎስ ዘደብረ በርበሬ በግእዝ ካልእ | GZ-MEL-088:መልክዐ አቡነ ቡሩከ አምላክ ዘደብረ ኮል በግእዝ | GZ-MEL-089:መልክዐ አቡነ ብፁዓ አምላክ ዘደብረ ምዕዋን ወዘደብረ ኰዳዱ በግእዝ | GZ-MEL-099:መልክዐ አቡነ አብሳዲ ዘደብረ ማርያም በግእዝ | GZ-MEL-102:መልክዐ አቡነ እንድርያስ ዘደብረ ስኂን (ፅፉን) በግእዝ | GZ-MEL-103:መልክዐ አቡነ እንድርያስ ዘደብረ ጽጌ በግእዝ | GZ-MEL-107:መልክዐ አቡነ የሐንስ ዘደብረ ቢዘን በግእዝ | GZ-MEL-113:መልክዐ አቡነ ዮናስ ዘደብረ ድኁኃን ዘደብረ ጽጌ ወዘደብረ ጽዮን በግእዝ | GZ-MEL-120:መልክዐ አቡነ ፊልጶስ ዘደብረ ቢዘን በግእዝ | GZ-GDL-001:ገድለ አቡነ ፊልጶስ ዘደብረ ሊባኖስ በግእዝ,"1-13, 1-30, 2-13, 3-13, 3-13, 3-17, 4-1, 4-13, 4-16, 5-13"
3-14,74,አቡነ አረጋዊ (ዘ ሚካኤል ),አረጋዊ,monthly,CORRECT,GZ-MEL-073:መልክዐ አረጋዊ በግእዝ | AM-GDL-016:ገድለ አቡነ አረጋዊ በአማርኛ,GZ-MEL-073:መልክዐ አረጋዊ በግእዝ | AM-GDL-016:ገድለ አቡነ አረጋዊ በአማርኛ,"1-14, 1-14, 2-14, 2-14, 3-14, 3-14, 4-14, 4-14, 5-14, 5-14"
3-14,74,አባ ስምዖን ገዳማዊ,ስምዖን ገዳማዊ,monthly,NO_BOOK,,,
3-14,74,አባ ዮሐንስ ጻድቅ,ዮሐንስ,monthly,WRONG_DATE,,AM-MEL-016:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በአማርኛ | AM-MEL-020:መልክዐ አቡነ ዕጨጌ ዮሐንስ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-047:የቅዱስ ዮሐንስ 2ኛ መልክዕ በአማርኛ | AM-MEL-048:የቅዱስ ዮሐንስ መጥምቅ መልክዕ በአማርኛ | GZ-MEL-060:መልክዐ ቅዱስ ዮሐንስ መጥምቅ በግእዝ | GZ-MEL-061:መልክዐ ቅዱስ ዮሐንስ ካልእ በግእዝ | GZ-MEL-062:መልክዐ ቅዱስ ዮሐንስ ወንጌላዊ በግእዝ | GZ-MEL-104:መልክዐ አቡነ ዕጨጌ ዮሐንስ በግእዝ | GZ-MEL-109:መልክዐ አቡነ ዮሐንስ ከማ በግእዝ | GZ-MEL-110:መልክዐ አቡነ ዮሐንስ ዘድብረ ዳጋ በግእዝ | GZ-MEL-149:መልክዐ ዮሐንስ ወልደ ነጎድጓድ በግእዝ | GZ-MEL-150:መልክዐ ዮሐንስ ፍቁረ እግዚእ በግእዝ | AM-GDL-013:የቅዱስ ዮሐንስ ገድል በአማርኛ | GZ-GDL-018:ገድለ አቡነ ዮሐንስ በግእዝ | AM-GDL-027:ገድለ አቡነ እጨጌ ዮሐንስ ዘጸገሮ በአማርኛ,"1-1, 1-1, 1-2, 1-2, 1-4, 1-4, 1-4, 1-4, 1-4, 1-4"
3-14,74,እናታችን ቅድስት ነሣሒት,እናታችን ቅድስት ነሣሒት,monthly,NO_BOOK,,,
3-14,74,ቅዱስ ፊልዾስ ሐዋርያ (ከ፯፪ቱ አርድእት),ፊልዾስ ሐዋርያ,monthly,WRONG_DATE,,AM-MEL-033:የሐዋርያው የቅዱስ ታዴዎስ መልክዕ በአማርኛ | AM-MEL-046:የቅዱስ እንድርያስ ሐዋርያ መልክዕ በአማርኛ | GZ-MEL-023:መልክዐ ሐዋርያት በግእዝ | GZ-MEL-137:መልክዐ እንድርያስ ሐዋርያ በግእዝ | GZ-GDL-017:ገድለ አቡነ ተክለ ሐዋርያት በግእዝ | GZ-GDL-032:መጽሐፈ ገድለ ቅዱሳን ሐዋርያት በግእዝ | AM-ZNA-003:ዜና ሐዋርያት በአማርኛ,"1-2, 1-4, 1-4, 2-2, 2-4, 2-4, 3-2, 3-4, 3-4, 3-27"
3-14,74,ቅዱስ ገብረ ክርስቶስ መርዓዊ,ገብረ ክርስቶስ መርዓዊ,monthly,WRONG_DATE,,GZ-MEL-151:መልክዐ ገብረ መንፈስ ቅዱስ በግእዝ | GZ-MEL-152:መልክዐ ገብረ መንፈስ ቅዱስ ካልዕ በግእዝ | GZ-MEL-153:መልክዐ ገብረ ክርስቶስ በግእዝ | AM-GDL-007:ገድለ አቡነ ገብረ መንፈስ ቅዱስ በአማርኛ,"1-5, 1-5, 1-5, 2-5, 2-5, 2-5, 2-14, 3-5, 3-5, 3-5"
3-14,74,ቅዱስ ሙሴ መርዓዊ,ሙሴ መርዓዊ,monthly,NO_BOOK,,,
3-15,75,በዓተ ጾመ ነቢያት,በዓተ ጾመ ነቢያት,annual,WRONG_DATE,,AM-TSE-003:የነቢያት ጸሎት በአማርኛ | GZ-TSE-002:ጸሎተ ነቢያት በግእዝ | TI-MZM-002:መዝሙር መኃልይ ነቢያት ብትግርኛ,"None-None, None-None, None-None"
3-15,75,ቅዱስ ሚናስ ሰማዕት,ሚናስ,annual,CORRECT,AM-MEL-013:መልክዐ ቅዱስ ሚናስ በአማርኛ | GZ-MEL-052:መልክዐ ቅዱስ ሚናስ በግእዝ,AM-MEL-013:መልክዐ ቅዱስ ሚናስ በአማርኛ | GZ-MEL-052:መልክዐ ቅዱስ ሚናስ በግእዝ,"1-15, 1-15, 2-15, 2-15, 3-15, 3-15, 4-15, 4-15, 5-15, 5-15"
3-15,75,ልደተ ቅዱስ ቂርቆስ,ልደተ ቅዱስ ቂርቆስ,annual,CORRECT,AM-MEL-015:መልክዐ ቅዱስ ቂርቆስ በአማርኛ | GZ-MEL-054:መልክዐ ቅዱስ ቂርቆስ በግእዝ | AM-GDL-023:የቅዱስ ቂርቆስና የቅድስት ኢየሉጣ ገድል በአማርኛ,AM-MEL-015:መልክዐ ቅዱስ ቂርቆስ በአማርኛ | GZ-MEL-054:መልክዐ ቅዱስ ቂርቆስ በግእዝ | AM-GDL-023:የቅዱስ ቂርቆስና የቅድስት ኢየሉጣ ገድል በአማርኛ,"1-15, 1-15, 1-15, 2-15, 2-15, 2-15, 3-15, 3-15, 3-15, 4-15"
3-15,75,ብጽዕት ኢየሉጣ,ብጽዕት ኢየሉጣ,annual,CORRECT,GZ-MEL-043:መልክዐ ሰማዕት ቅድስት ኢየሉጣ በግእዝ | AM-GDL-023:የቅዱስ ቂርቆስና የቅድስት ኢየሉጣ ገድል በአማርኛ,GZ-MEL-043:መልክዐ ሰማዕት ቅድስት ኢየሉጣ በግእዝ | AM-GDL-023:የቅዱስ ቂርቆስና የቅድስት ኢየሉጣ ገድል በአማርኛ,"1-15, 1-15, 2-15, 2-15, 3-15, 3-15, 4-15, 4-15, 5-15, 5-15"
3-15,75,አባ ሚናስ ዳግማይ,ሚናስ ዳግማይ,annual,CORRECT,AM-MEL-013:መልክዐ ቅዱስ ሚናስ በአማርኛ | GZ-MEL-052:መልክዐ ቅዱስ ሚናስ በግእዝ,AM-MEL-013:መልክዐ ቅዱስ ሚናስ በአማርኛ | GZ-MEL-052:መልክዐ ቅዱስ ሚናስ በግእዝ,"1-15, 1-15, 2-15, 2-15, 3-15, 3-15, 4-15, 4-15, 5-15, 5-15"
3-15,75,ቅዱስ ኤፍሬም ሶርያዊ (አፈ በረከት),ኤፍሬም ሶርያዊ,monthly,NO_BOOK,,,
3-15,75,ቅድስት እንባ መሪና,እንባ መሪና,monthly,NO_BOOK,,,
3-15,75,ቅድስት ክርስጢና,ክርስጢና,monthly,NO_BOOK,,,
3-16,76,ቅዱስ አኖሬዎስ ጻድቅ (ንጉሠ ሮም),አኖሬዎስ ጻድቅ,annual,CORRECT,AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ,AM-MEL-003:መልክዐ ለአቡነ አቢብ ጻድቅ በአማርኛ | AM-MEL-021:መልክዐ አቡነ ዮሐንስ ጻድቅ በአማርኛ | AM-MEL-060:የአቡነ አባለ ክርስቶስ ጻድቅ መልክዕ በአማርኛ,"1-16, 1-25, 2-16, 2-25, 3-16, 3-25, 4-16, 4-19, 4-25, 5-16"
3-16,76,አባ ዳንኤል ገዳማዊ,ዳንኤል ገዳማዊ,annual,WRONG_DATE,,GZ-MEL-114:መልክዐ አቡነ ዳንኤል በግእዝ | GZ-GDL-028:ገድለ አቡነ ዳንኤል በግእዝ,"3-6, 3-6"
3-16,76,ቅዱስ አውሎጊስ መነኮስ,አውሎጊስ መነኮስ,annual,NO_BOOK,,,
3-16,76,ቅድስት ጣጡስ ሰማዕት,ጣጡስ,annual,NO_BOOK,,,
3-16,76,አባ አቡናፍር ገዳማዊ,አቡናፍር ገዳማዊ,annual,NO_BOOK,,,
3-16,76,ቅዱስ ኪስጦስ ሰማዕት,ኪስጦስ,annual,NO_BOOK,,,
3-16,76,ቅዱስ ፊቅጦር ምዑዝ,ፊቅጦር ምዑዝ,annual,WRONG_DATE,,GZ-MEL-162:መልክዐ ፊቅጦር በግእዝ | GZ-GDL-027:ገድለ ቅዱስ ፊቅጦር በግእዝ | AM-GDL-029:ገድለ ቅዱስ ፊቅጦር በአማርኛ,"1-27, 1-27, 1-27, 2-27, 2-27, 2-27, 3-27, 3-27, 3-27, 4-5"
